"Focus Trading Ltd"
"Trial Balance - Detailed"
"From 01/01/2019 To 24/05/2019"

"Posting Date","G/L Account No.",Name,"Doc. Type","Doc. No.",Debit,Credit,Amount,"Entry No."
02/04/2019,1600,Stock,,PO0418,20.00,,66044247.20,3920
02/04/2019,1600,Stock,,SI0282,,6234.00,66038013.20,3943
02/04/2019,1600,Stock,,PCN0072,100.00,,66038113.20,3958
03/04/2019,1600,Stock,,PDN0052,,10.00,66038103.20,3947
03/04/2019,1600,Stock,,PO0430,,,66038103.20,3965
03/04/2019,1600,Stock,,PO0431,,,66038103.20,3967
03/04/2019,1600,Stock,,PDN0054,,7.00,66038096.20,3970
03/04/2019,1600,Stock,,SI0284,,3.33,66038092.86,3976
03/04/2019,1600,Stock,,SI0284,,1.67,66038091.20,3978
03/04/2019,1600,Stock,,SI0285,,3.33,66038087.86,3983
03/04/2019,1600,Stock,,SI0285,,1.67,66038086.20,3985
03/04/2019,1600,Stock,,SI0286,,6.99,66038079.21,3990
03/04/2019,1600,Stock,,SI0287,,3.33,66038075.87,3997
03/04/2019,1600,Stock,,SI0287,,1.67,66038074.21,3999
03/04/2019,1600,Stock,,SI0288,,3.33,66038070.87,4004
03/04/2019,1600,Stock,,SI0288,,1.67,66038069.21,4006
03/04/2019,1600,Stock,,SI0289,,124680.00,65913389.21,4011
03/04/2019,1600,Stock,,PCN0074,1.57,,65913390.78,4018
03/04/2019,1600,Stock,,PCN0075,1.60,,65913392.38,4023
03/04/2019,1600,Stock,,PCN0076,1.60,,65913393.98,4028
03/04/2019,1600,Stock,,PI0239,1.20,,65913395.18,4031
03/04/2019,1600,Stock,,SI0290,,127.00,65913268.18,4036
03/04/2019,1600,Stock,,SI0290,,11.00,65913257.18,4038
03/04/2019,1600,Stock,,PCN0077,1.60,,65913258.78,4045
03/04/2019,1600,Stock,,PI0242,1.20,,65913259.98,4098
03/04/2019,1600,Stock,,PI0242,1.20,,65913261.18,4099
03/04/2019,1600,Stock,,PI0242,1.20,,65913262.38,4100
03/04/2019,1600,Stock,,PI0242,1.20,,65913263.58,4101
03/04/2019,1600,Stock,,PI0242,100.00,,65913363.58,4102
04/04/2019,1600,Stock,,SI0292,,6234.00,65907129.58,4050
04/04/2019,1600,Stock,,PO0442,2.00,,65907131.58,4060
04/04/2019,1600,Stock,,PO0442,1.60,,65907133.18,4061
04/04/2019,1600,Stock,,PI0241,129.60,,65907262.78,4067
04/04/2019,1600,Stock,,PI0241,1.20,,65907263.98,4068
04/04/2019,1600,Stock,,PI0241,93.60,,65907357.58,4069
04/04/2019,1600,Stock,,PI0241,,129.60,65907227.98,4085
04/04/2019,1600,Stock,,PI0241,,1.20,65907226.78,4086
04/04/2019,1600,Stock,,PI0241,,93.60,65907133.18,4087
04/04/2019,1600,Stock,,PI0241,224.40,,65907357.58,4092
04/04/2019,1600,Stock,,PI0243,210.00,,65907567.58,4103
04/04/2019,1600,Stock,,PI0243,,210.00,65907357.58,4105
04/04/2019,1600,Stock,,PI0243,300.00,,65907657.58,4108
04/04/2019,1600,Stock,,PI0243,,90.00,65907567.58,4109
04/04/2019,1600,Stock,,PCN0078,51.84,,65907619.42,4120
04/04/2019,1600,Stock,,PI0245,315.00,,65907934.42,4121
04/04/2019,1600,Stock,,PI0245,23850.00,,65931784.42,4123
04/04/2019,1600,Stock,,PI0245,,315.00,65931469.42,4125
04/04/2019,1600,Stock,,PI0245,315.00,,65931784.42,4128
04/04/2019,1600,Stock,,PDN0056,,4.00,65931780.42,4131
04/04/2019,1600,Stock,,PDN0057,,12.20,65931768.22,4134
04/04/2019,1600,Stock,,PDN0093,,10.00,65931758.22,6069
05/04/2019,1600,Stock,,PI0246,500000.00,,66431758.22,4143
05/04/2019,1600,Stock,,SI0294,,500.00,66431258.22,4148
05/04/2019,1600,Stock,,SI0296,,250.00,66431008.22,4162
05/04/2019,1600,Stock,,SI0297,,50.00,66430958.22,4169
05/04/2019,1600,Stock,,SI0298,,150.00,66430808.22,4176
05/04/2019,1600,Stock,,PI0247,220.00,,66431028.22,4179
05/04/2019,1600,Stock,,PI0247,40.00,,66431068.22,4181
05/04/2019,1600,Stock,,PI0247,,220.00,66430848.22,4183
05/04/2019,1600,Stock,,PI0247,220.00,,66431068.22,4186
05/04/2019,1600,Stock,,PI0247,150.00,,66431218.22,4188
05/04/2019,1600,Stock,,SI0299,,500.00,66430718.22,4194
05/04/2019,1600,Stock,,SI0300,,500.00,66430218.22,4201
05/04/2019,1600,Stock,,SI0301,,250.00,66429968.22,4208
05/04/2019,1600,Stock,,SI0302,,350.00,66429618.22,4215
05/04/2019,1600,Stock,,SI0303,,50.00,66429568.22,4222
05/04/2019,1600,Stock,,SI0304,,100.00,66429468.22,4229
05/04/2019,1600,Stock,,SI0305,,200.00,66429268.22,4236
05/04/2019,1600,Stock,,SI0306,,300.00,66428968.22,4243
05/04/2019,1600,Stock,,PI0248,2200.00,,66431168.22,4264
05/04/2019,1600,Stock,,PCN0079,,,66431168.22,4272
05/04/2019,1600,Stock,,PCN0079,1600.00,,66432768.22,4274
05/04/2019,1600,Stock,,PCN0079,91200.00,,66523968.22,4273
05/04/2019,1600,Stock,,PDN0058,,200.00,66523768.22,4276
05/04/2019,1600,Stock,,SI0308,,220.00,66523548.22,4282
05/04/2019,1600,Stock,,PDN0059,,1600.00,66521948.22,4286
05/04/2019,1600,Stock,,PI0249,16.00,,66521964.22,4290
05/04/2019,1600,Stock,,PDN0061,,45.00,66521919.22,4323
06/04/2019,1600,Stock,,PI0240,10000.00,,66531919.22,4056
06/04/2019,1600,Stock,,PI0240,10000.00,,66541919.22,4057
08/04/2019,1600,Stock,,IJ0073,6.90,,66541926.12,4292
08/04/2019,1600,Stock,,IJ0073,,6.90,66541919.22,4294
08/04/2019,1600,Stock,,IJ0074,45.00,,66541964.22,4296
08/04/2019,1600,Stock,,PI0250,17.20,,66541981.42,4319
09/04/2019,1600,Stock,,PDN0063,,4.00,66541977.42,4334
09/04/2019,1600,Stock,,PI0251,65400.00,,66607377.42,4348
09/04/2019,1600,Stock,,PDN0065,,1.50,66607375.92,4353
09/04/2019,1600,Stock,,PI0252,234.00,,66607609.92,4357
09/04/2019,1600,Stock,,PO0464,12.00,,66607621.92,4363
09/04/2019,1600,Stock,,IJ0075,34.00,,66607655.92,5924
09/04/2019,1600,Stock,,IJ0075,,20.00,66607635.92,5926
10/04/2019,1600,Stock,,SI0309,,,66607635.92,4362
10/04/2019,1600,Stock,,PO0466,100.00,,66607735.92,4365
10/04/2019,1600,Stock,,PO0468,12.00,,66607747.92,4371
11/04/2019,1600,Stock,,IJ0078,150.00,,66607897.92,4385
11/04/2019,1600,Stock,,SI0311,,500.00,66607397.92,4391
11/04/2019,1600,Stock,,SI0311,,16.67,66607381.26,4392
11/04/2019,1600,Stock,,SI0312,,809800.00,65797581.26,4402
11/04/2019,1600,Stock,,SI0312,,1571.42,65796009.84,4403
11/04/2019,1600,Stock,,SI0312,,314.29,65795695.55,4407
11/04/2019,1600,Stock,,SI0313,,5990.00,65789705.55,4412
11/04/2019,1600,Stock,,PI0255,5650.00,,65795355.55,4417
11/04/2019,1600,Stock,,PO0479,234.55,,65795590.10,4421
11/04/2019,1600,Stock,,PI0256,40.00,,65795630.10,4425
11/04/2019,1600,Stock,,PI0256,60.00,,65795690.10,4426
11/04/2019,1600,Stock,,IJ0079,,15.00,65795675.10,5956
11/04/2019,1600,Stock,,IJ0079,144252.11,,65939927.21,5958
12/04/2019,1600,Stock,,SI0295,,500.00,65939427.21,4155
12/04/2019,1600,Stock,,PI0257,1.44,,65939428.65,4429
12/04/2019,1600,Stock,,PI0257,2.24,,65939430.89,4430
12/04/2019,1600,Stock,,PI0257,144.00,,65939574.89,4435
12/04/2019,1600,Stock,,PO0482,4500.00,,65944074.89,4535
15/04/2019,1600,Stock,,SI0359,,20.00,65944054.89,5069
16/04/2019,1600,Stock,,PI0258,1.20,,65944056.09,4444
16/04/2019,1600,Stock,,PI0258,,1.20,65944054.89,4446
16/04/2019,1600,Stock,,PI0258,1.20,,65944056.09,4449
16/04/2019,1600,Stock,,PI0261,3000.00,,65947056.09,4469
16/04/2019,1600,Stock,,PI0261,6000.00,,65953056.09,4470
16/04/2019,1600,Stock,,PI0261,500000.00,,66453056.09,4475
16/04/2019,1600,Stock,,PI0262,750.00,,66453806.09,4476
16/04/2019,1600,Stock,,PI0262,3300.00,,66457106.09,4480
16/04/2019,1600,Stock,,SI0316,,60000.00,66397106.09,4487
16/04/2019,1600,Stock,,SI0316,,110.00,66396996.09,4488
16/04/2019,1600,Stock,,SI0316,,1080.00,66395916.09,4491
16/04/2019,1600,Stock,,SI0316,,25.00,66395891.09,4492
16/04/2019,1600,Stock,,SI0317,,1200.00,66394691.09,4499
16/04/2019,1600,Stock,,PI0265,670.00,,66395361.09,4523
17/04/2019,1600,Stock,,SI0320,,2.20,66395358.89,4544
17/04/2019,1600,Stock,,SI0320,,0.50,66395358.39,4546
17/04/2019,1600,Stock,,SI0324,,100.00,66395258.39,4583
17/04/2019,1600,Stock,,SI0338,,2.20,66395256.19,4779
17/04/2019,1600,Stock,,SI0338,,0.50,66395255.69,4781
17/04/2019,1600,Stock,,SI0351,,8655.16,66386600.53,4936
18/04/2019,1600,Stock,,SI0321,,2.20,66386598.33,4554
18/04/2019,1600,Stock,,SI0321,,0.50,66386597.83,4556
18/04/2019,1600,Stock,,SI0322,,2.20,66386595.63,4564
18/04/2019,1600,Stock,,SI0322,,0.50,66386595.13,4566
18/04/2019,1600,Stock,,PO0501,34.00,,66386629.13,4567
18/04/2019,1600,Stock,,SI0323,,2100.00,66384529.13,4576
18/04/2019,1600,Stock,,SI0323,,50.00,66384479.13,4578
23/04/2019,1600,Stock,,SI0325,,6234.00,66378245.13,4588
23/04/2019,1600,Stock,,SI0326,,1.67,66378243.46,4597
23/04/2019,1600,Stock,,SI0327,,6234.00,66372009.46,4606
23/04/2019,1600,Stock,,SI0328,,415.50,66371593.96,4613
23/04/2019,1600,Stock,,SI0328,,114.00,66371479.96,4615
23/04/2019,1600,Stock,,PCN0083,2173.60,,66373653.56,4626
23/04/2019,1600,Stock,,PI0266,585.00,,66374238.56,4629
23/04/2019,1600,Stock,,PDN0067,,112.00,66374126.56,4631
23/04/2019,1600,Stock,,PI0267,324.45,,66374451.01,4635
23/04/2019,1600,Stock,,PDN0068,,3453.56,66370997.45,4637
23/04/2019,1600,Stock,,PI0268,3.00,,66371000.45,4639
23/04/2019,1600,Stock,,PI0268,6.00,,66371006.45,4640
23/04/2019,1600,Stock,,PI0268,500.00,,66371506.45,4645
23/04/2019,1600,Stock,,PI0269,,3.00,66371503.45,4646
23/04/2019,1600,Stock,,PI0269,344.00,,66371847.45,4648
23/04/2019,1600,Stock,,PI0270,,6.00,66371841.45,4651
23/04/2019,1600,Stock,,PI0270,1569.00,,66373410.45,4653
23/04/2019,1600,Stock,,SI0329,,6234.00,66367176.45,4660
23/04/2019,1600,Stock,,PCN0085,324.45,,66367500.90,4694
23/04/2019,1600,Stock,,SI0333,,6234.00,66361266.90,4701
23/04/2019,1600,Stock,,SI0335,,6234.00,66355032.90,4711
23/04/2019,1600,Stock,,SI0337,,6234.00,66348798.90,4772
23/04/2019,1600,Stock,,PDN0080,,875.56,66347923.34,5526
24/04/2019,1600,Stock,,PI0271,450450.00,,66798373.34,4663
24/04/2019,1600,Stock,,PI0271,,450450.00,66347923.34,4665
24/04/2019,1600,Stock,,PI0271,450450.00,,66798373.34,4668
24/04/2019,1600,Stock,,SI0331,,6234.00,66792139.34,4680
24/04/2019,1600,Stock,,SI0332,,6234.00,66785905.34,4687
24/04/2019,1600,Stock,,SI0339,,10.00,66785895.34,4788
25/04/2019,1600,Stock,,PI0275,435.00,,66786330.34,4725
25/04/2019,1600,Stock,,PI0276,234.00,,66786564.34,4734
25/04/2019,1600,Stock,,PCN0086,174.00,,66786738.34,4741
25/04/2019,1600,Stock,,PI0277,3.00,,66786741.34,4742
25/04/2019,1600,Stock,,PI0277,6.00,,66786747.34,4743
25/04/2019,1600,Stock,,PI0277,500.00,,66787247.34,4748
25/04/2019,1600,Stock,,PDN0069,,3.60,66787243.74,4752
25/04/2019,1600,Stock,,SI0336,,999.00,66786244.74,4760
25/04/2019,1600,Stock,,PCN0087,,,66786244.74,4767
25/04/2019,1600,Stock,,SI0340,,9800.00,66776444.74,4797
25/04/2019,1600,Stock,,PI0282,480.00,,66776924.74,4848
26/04/2019,1600,Stock,,SI0341,,1.67,66776923.08,4804
26/04/2019,1600,Stock,,PCN0088,435.00,,66777358.08,4826
26/04/2019,1600,Stock,,PDN0088,,45.67,66777312.41,5845
27/04/2019,1600,Stock,,PI0281,1200.00,,66778512.41,4830
27/04/2019,1600,Stock,,PI0279,30.00,,66778542.41,4837
27/04/2019,1600,Stock,,PI0280,56.00,,66778598.41,4840
27/04/2019,1600,Stock,,PI0281,,1200.00,66777398.41,4841
27/04/2019,1600,Stock,,PI0281,100.00,,66777498.41,4844
27/04/2019,1600,Stock,,PI0283,4334.00,,66781832.41,4851
27/04/2019,1600,Stock,,PO0541,2.00,,66781834.41,4855
27/04/2019,1600,Stock,,PI0284,2.00,,66781836.41,4859
27/04/2019,1600,Stock,,PI0284,100.00,,66781936.41,4865
27/04/2019,1600,Stock,,SI0352,,104.85,66781831.56,4954
27/04/2019,1600,Stock,,SI0352,,1481.74,66780349.82,4955
27/04/2019,1600,Stock,,SI0352,,1.67,66780348.15,4956
29/04/2019,1600,Stock,,SI0347,,3.33,66780344.82,4874
29/04/2019,1600,Stock,,SI0347,,10.00,66780334.82,4875
29/04/2019,1600,Stock,,SI0348,,3.00,66780331.82,4884
29/04/2019,1600,Stock,,SI0348,,3.00,66780328.82,4886
29/04/2019,1600,Stock,,SI0349,,6234.00,66774094.82,4897
29/04/2019,1600,Stock,,SI0349,,100.00,66773994.82,4898
29/04/2019,1600,Stock,,SI0349,,125.00,66773869.82,4899
29/04/2019,1600,Stock,,SI0349,,52.00,66773817.82,4900
29/04/2019,1600,Stock,,SI0350,,30.99,66773786.83,4917
29/04/2019,1600,Stock,,SI0350,,31.99,66773754.84,4918
29/04/2019,1600,Stock,,SI0350,,32.99,66773721.85,4919
29/04/2019,1600,Stock,,SI0350,,40.00,66773681.85,4920
29/04/2019,1600,Stock,,PI0286,1.20,,66773683.05,4963
29/04/2019,1600,Stock,,PI0286,450.00,,66774133.05,4964
29/04/2019,1600,Stock,,PI0286,,1.20,66774131.85,4967
29/04/2019,1600,Stock,,PI0286,,450.00,66773681.85,4968
29/04/2019,1600,Stock,,PI0286,451.20,,66774133.05,4972
01/05/2019,1600,Stock,,SI0353,,39.95,66774093.10,4980
01/05/2019,1600,Stock,,IJ0087,34.00,,66774127.10,5392
02/05/2019,1600,Stock,,PCN0090,45.00,,66774172.10,5026
02/05/2019,1600,Stock,,PDN0072,,435.00,66773737.10,5033
02/05/2019,1600,Stock,,PI0288,8745.00,,66782482.10,5037
02/05/2019,1600,Stock,,PO0566,1.20,,66782483.30,5040
02/05/2019,1600,Stock,,PI0289,930.00,,66783413.30,5042
02/05/2019,1600,Stock,,PI0289,,930.00,66782483.30,5044
02/05/2019,1600,Stock,,PI0289,930.00,,66783413.30,5047
02/05/2019,1600,Stock,,PCN0092,45.00,,66783458.30,5057
02/05/2019,1600,Stock,,PDN0073,,734.56,66782723.74,5059
03/05/2019,1600,Stock,,PO0568,1.20,,66782724.94,5063
03/05/2019,1600,Stock,,SI0362,,40.00,66782684.94,5094
03/05/2019,1600,Stock,,SI0363,,100.00,66782584.94,5101
03/05/2019,1600,Stock,,SI0364,,4.00,66782580.94,5108
03/05/2019,1600,Stock,,PI0290,46.00,,66782626.94,5111
03/05/2019,1600,Stock,,PI0290,,46.00,66782580.94,5113
03/05/2019,1600,Stock,,PI0290,46.00,,66782626.94,5116
03/05/2019,1600,Stock,,PDN0074,,5.00,66782621.94,5127
03/05/2019,1600,Stock,,SI0365,,6234.00,66776387.94,5139
03/05/2019,1600,Stock,,PCN0093,4.60,,66776392.54,5146
07/05/2019,1600,Stock,,IJ0092,460.00,,66776852.54,5667
07/05/2019,1600,Stock,,IJ0092,40.00,,66776892.54,5669
07/05/2019,1600,Stock,,IJ0092,80.00,,66776972.54,5671
08/05/2019,1600,Stock,,PI0291,455.00,,66777427.54,5181
08/05/2019,1600,Stock,,PI0291,,455.00,66776972.54,5183
08/05/2019,1600,Stock,,PI0291,455.00,,66777427.54,5186
08/05/2019,1600,Stock,,SI0367,,1000.00,66776427.54,5194
08/05/2019,1600,Stock,,SI0368,,6234.00,66770193.54,5202
08/05/2019,1600,Stock,,SI0368,,6.99,66770186.55,5203
08/05/2019,1600,Stock,,PCN0094,455.00,,66770641.55,5214
08/05/2019,1600,Stock,,PCN0094,1.20,,66770642.75,5213
08/05/2019,1600,Stock,,PI0292,34.00,,66770676.75,5215
08/05/2019,1600,Stock,,PI0292,1.20,,66770677.95,5216
08/05/2019,1600,Stock,,PI0292,,34.00,66770643.95,5219
08/05/2019,1600,Stock,,PI0292,,1.20,66770642.75,5220
08/05/2019,1600,Stock,,PI0292,35.20,,66770677.95,5224
08/05/2019,1600,Stock,,PDN0075,,767.00,66769910.95,5227
08/05/2019,1600,Stock,,PI0293,985.52,,66770896.47,5229
08/05/2019,1600,Stock,,PI0293,,985.52,66769910.95,5231
08/05/2019,1600,Stock,,PI0293,985.52,,66770896.47,5234
08/05/2019,1600,Stock,,PDN0076,,45.67,66770850.80,5239
08/05/2019,1600,Stock,,PCN0095,456.00,,66771306.80,5247
08/05/2019,1600,Stock,,PI0294,45.00,,66771351.80,5248
08/05/2019,1600,Stock,,PI0294,,45.00,66771306.80,5250
08/05/2019,1600,Stock,,PI0294,45.00,,66771351.80,5253
08/05/2019,1600,Stock,,PI0308,790.00,,66772141.80,5641
08/05/2019,1600,Stock,,PI0308,,790.00,66771351.80,5643
08/05/2019,1600,Stock,,PI0308,790.00,,66772141.80,5646
08/05/2019,1600,Stock,,PI0320,200.00,,66772341.80,5971
09/05/2019,1600,Stock,,PI0295,2352.00,,66774693.80,5271
09/05/2019,1600,Stock,,SI0369,,6234.00,66768459.80,5278
09/05/2019,1600,Stock,,PDN0077,,200.00,66768259.80,5292
09/05/2019,1600,Stock,,IJ0080,,150.00,66768109.80,5294
09/05/2019,1600,Stock,,IJ0080,150.00,,66768259.80,5295
10/05/2019,1600,Stock,,PI0296,234.56,,66768494.36,5304
10/05/2019,1600,Stock,,PI0297,118750.00,,66887244.36,5305
10/05/2019,1600,Stock,,PI0297,,118750.00,66768494.36,5307
10/05/2019,1600,Stock,,PI0297,118750.00,,66887244.36,5310
10/05/2019,1600,Stock,,SI0370,,1250.00,66885994.36,5316
10/05/2019,1600,Stock,,PI0298,1580.00,,66887574.36,5319
10/05/2019,1600,Stock,,PI0298,,1580.00,66885994.36,5321
10/05/2019,1600,Stock,,PI0298,1580.00,,66887574.36,5324
10/05/2019,1600,Stock,,SI0371,,6234.00,66881340.36,5334
10/05/2019,1600,Stock,,SI0371,,1250.00,66880090.36,5335
10/05/2019,1600,Stock,,SI0372,,1250.00,66878840.36,5347
10/05/2019,1600,Stock,,SI0373,,6234.00,66872606.36,5354
10/05/2019,1600,Stock,,SI0374,,6234.00,66866372.36,5381
10/05/2019,1600,Stock,,PCN0096,234.56,,66866606.92,5390
10/05/2019,1600,Stock,,PCN0097,98.00,,66866704.92,5507
13/05/2019,1600,Stock,,PI0299,500000.00,,67366704.92,5393
13/05/2019,1600,Stock,,PI0299,,500000.00,66866704.92,5395
13/05/2019,1600,Stock,,PI0299,500000.00,,67366704.92,5398
13/05/2019,1600,Stock,,PI0299,,10000.00,67356704.92,5399
13/05/2019,1600,Stock,,IJ0089,200.00,,67356904.92,5411
13/05/2019,1600,Stock,,IJ0089,,200.00,67356704.92,5412
13/05/2019,1600,Stock,,PI0301,100.00,,67356804.92,5417
13/05/2019,1600,Stock,,SI0375,,20.00,67356784.92,5422
13/05/2019,1600,Stock,,PI0303,2000.00,,67358784.92,5477
13/05/2019,1600,Stock,,SI0380,,89.90,67358695.02,5519
14/05/2019,1600,Stock,,SI0376,,6234.00,67352461.02,5467
14/05/2019,1600,Stock,,PI0302,2000.00,,67354461.02,5472
14/05/2019,1600,Stock,,IJ0088,,100.00,67354361.02,5481
14/05/2019,1600,Stock,,SI0377,,6234.00,67348127.02,5486
14/05/2019,1600,Stock,,PDN0078,,15.00,67348112.02,5490
14/05/2019,1600,Stock,,SI0378,,1200.00,67346912.02,5497
14/05/2019,1600,Stock,,SI0378,,34.00,67346878.02,5498
14/05/2019,1600,Stock,,SI0379,,62340.00,67284538.02,5512
14/05/2019,1600,Stock,,PDN0079,,5.00,67284533.02,5523
14/05/2019,1600,Stock,,PDN0081,,3600.00,67280933.02,5531
14/05/2019,1600,Stock,,PDN0081,90.00,,67281023.02,5532
14/05/2019,1600,Stock,,SI0388,,2.00,67281021.02,5613
14/05/2019,1600,Stock,,SI0392,,1.50,67281019.52,5626
14/05/2019,1600,Stock,,SI0396,,62340.00,67218679.52,5684
14/05/2019,1600,Stock,,SI0396,,6.99,67218672.53,5685
14/05/2019,1600,Stock,,SI0400,,1.50,67218671.03,5720
14/05/2019,1600,Stock,,PDN0090,,45.00,67218626.03,5915
15/05/2019,1600,Stock,,SI0381,,1250.00,67217376.03,5538
15/05/2019,1600,Stock,,SI0382,,1250.00,67216126.03,5545
15/05/2019,1600,Stock,,PI0304,346.70,,67216472.73,5550
15/05/2019,1600,Stock,,SI0383,,34.67,67216438.06,5555
15/05/2019,1600,Stock,,SI0384,,1250.00,67215188.06,5562
15/05/2019,1600,Stock,,SI0401,,45.67,67215142.39,5727
15/05/2019,1600,Stock,,IJ0094,,6.00,67215136.39,6023
16/05/2019,1600,Stock,,PI0305,18000.00,,67233136.39,5565
16/05/2019,1600,Stock,,PI0305,,18000.00,67215136.39,5567
16/05/2019,1600,Stock,,PI0305,18000.00,,67233136.39,5570
16/05/2019,1600,Stock,,PDN0082,,1.50,67233134.89,5582
16/05/2019,1600,Stock,,PDN0083,,117.00,67233017.89,5585
16/05/2019,1600,Stock,,SI0387,,6234.00,67226783.89,5593
16/05/2019,1600,Stock,,SI0387,,1250.00,67225533.89,5594
16/05/2019,1600,Stock,,PI0306,345.00,,67225878.89,5634
16/05/2019,1600,Stock,,PI0307,1.20,,67225880.09,5640
16/05/2019,1600,Stock,,SI0397,,,67225880.09,5694
16/05/2019,1600,Stock,,SI0398,,6.99,67225873.10,5699
16/05/2019,1600,Stock,,SI0399,,6234.00,67219639.10,5706
16/05/2019,1600,Stock,,SI0412,,150.00,67219489.10,5863
17/05/2019,1600,Stock,,PI0309,4567.00,,67224056.10,5650
17/05/2019,1600,Stock,,SI0394,,2283.50,67221772.60,5663
17/05/2019,1600,Stock,,SI0395,,9.99,67221762.61,5676
17/05/2019,1600,Stock,,PI0310,,154.50,67221608.11,5710
17/05/2019,1600,Stock,,PI0310,7.50,,67221615.61,5712
17/05/2019,1600,Stock,,PI0310,200.00,,67221815.61,5713
17/05/2019,1600,Stock,,PI0310,150.00,,67221965.61,5714
17/05/2019,1600,Stock,,SI0402,,1250.00,67220715.61,5734
17/05/2019,1600,Stock,,SI0403,,7.99,67220707.62,5741
17/05/2019,1600,Stock,,SI0404,,9.99,67220697.63,5748
17/05/2019,1600,Stock,,SI0405,,9.99,67220687.64,5755
17/05/2019,1600,Stock,,SI0406,,7.99,67220679.65,5762
17/05/2019,1600,Stock,,SI0407,,9.99,67220669.66,5769
17/05/2019,1600,Stock,,SI0408,,7.99,67220661.67,5776
17/05/2019,1600,Stock,,SI0409,,,67220661.67,5784
17/05/2019,1600,Stock,,PI0311,100.00,,67220761.67,5789
17/05/2019,1600,Stock,,PI0311,,100.00,67220661.67,5791
17/05/2019,1600,Stock,,PI0311,100.00,,67220761.67,5794
17/05/2019,1600,Stock,,PI0311,,25.00,67220736.67,5795
17/05/2019,1600,Stock,,PI0312,,100.00,67220636.67,5802
17/05/2019,1600,Stock,,PI0312,1000.00,,67221636.67,5804
17/05/2019,1600,Stock,,SI0411,,314.28,67221322.38,5811
17/05/2019,1600,Stock,,SI0411,,62.86,67221259.52,5813
17/05/2019,1600,Stock,,PDN0087,,790.00,67220469.52,5828
17/05/2019,1600,Stock,,PO0646,1000.00,,67221469.52,6024
20/05/2019,1600,Stock,,PDN0086,,22.50,67221447.02,5824
20/05/2019,1600,Stock,,PDN0086,2.25,,67221449.27,5825
20/05/2019,1600,Stock,,PI0314,100.00,,67221549.27,5830
20/05/2019,1600,Stock,,PI0314,,100.00,67221449.27,5832
20/05/2019,1600,Stock,,PI0314,100.00,,67221549.27,5835
20/05/2019,1600,Stock,,PI0315,,,67221549.27,5843
20/05/2019,1600,Stock,,PI0316,100.00,,67221649.27,5858
20/05/2019,1600,Stock,,PCN0098,0.70,,67221649.97,5870
20/05/2019,1600,Stock,,SI0413,,1200.00,67220449.97,5877
20/05/2019,1600,Stock,,PCN0099,1200.00,,67221649.97,5886
20/05/2019,1600,Stock,,PCN0100,,,67221649.97,5893
20/05/2019,1600,Stock,,PI0317,113.43,,67221763.40,5894
20/05/2019,1600,Stock,,PO0655,100.00,,67221863.40,5927
20/05/2019,1600,Stock,,PI0317,,113.43,67221749.97,5929
20/05/2019,1600,Stock,,PI0317,113.43,,67221863.40,5932
20/05/2019,1600,Stock,,PI0317,,99.50,67221763.90,5933
20/05/2019,1600,Stock,,PI0318,1.20,,67221765.10,5935
20/05/2019,1600,Stock,,SI0414,,6.99,67221758.11,5941
20/05/2019,1600,Stock,,PI0318,,1.20,67221756.91,5946
20/05/2019,1600,Stock,,PI0318,1.20,,67221758.11,5949
20/05/2019,1600,Stock,,PI0318,,0.50,67221757.61,5950
20/05/2019,1600,Stock,,IJ0093,200.00,,67221957.61,5964
20/05/2019,1600,Stock,,SI0415,,,67221957.61,5979
20/05/2019,1600,Stock,,SI0415,,,67221957.61,5980
20/05/2019,1600,Stock,,SI0415,,,67221957.61,5981
21/05/2019,1600,Stock,,SI0416,,6234.00,67215723.61,6008
21/05/2019,1600,Stock,,PCN0101,0.75,,67215724.36,6019
21/05/2019,1600,Stock,,IJ0095,,200.00,67215524.36,6020
21/05/2019,1600,Stock,,IJ0095,200.00,,67215724.36,6021
22/05/2019,1600,Stock,,PO0664,435.67,,67216160.03,6028
22/05/2019,1600,Stock,,PO0664,15.00,,67216175.03,6029
22/05/2019,1600,Stock,,PO0664,400.00,,67216575.03,6030
22/05/2019,1600,Stock,,PO0664,300.00,,67216875.03,6031
22/05/2019,1600,Stock,,SI0417,,6234.00,67210641.03,6042
22/05/2019,1600,Stock,,PCN0102,435.67,,67211076.70,6051
22/05/2019,1600,Stock,,PDN0092,,490000.00,66721076.70,6053
22/05/2019,1600,Stock,,PDN0092,122500.00,,66843576.70,6054
22/05/2019,1600,Stock,,SI0418,,79.90,66843496.80,6060
22/05/2019,1600,Stock,,PCN0103,4.00,,66843500.80,6067
24/05/2019,1600,Stock,,SI0419,,6234.00,66837266.80,6080
24/05/2019,1600,Stock,,PDN0094,,2.50,66837264.30,6084
24/05/2019,1600,Stock,,PDN0094,0.63,,66837264.93,6085
24/05/2019,1600,Stock,,PI0322,100.00,,66837364.93,6087
24/05/2019,1600,Stock,,PI0322,,100.00,66837264.93,6089
24/05/2019,1600,Stock,,PI0322,100.00,,66837364.93,6092
24/05/2019,1600,Stock,,PI0322,,10.00,66837354.93,6093
,1600,Stock,"Closing Balance",,7610662.191495,6761222.7173372,66837354.929328,
,1700,"Trade Receivables","Opening Balance",,,,5795969.304444444,
01/01/2019,1700,"Trade Receivables",,SI0124,2.00,,5795971.30,1380
01/01/2019,1700,"Trade Receivables",,CJ0066,,18.00,5795953.30,2968
